"5","505","1005","1505","2005","2505","3005","3505","4005","4505","5005"
"2680.0940552485476","3632.5074841253468","3584.7552890328093","3568.495865120389","3568.7212283479244","3571.1185880700396","3610.5863883043694","3584.0404551246465","3608.2729620974756","3616.916541651818","3541.5987433600976"
"23117501","175162233","523827197","581767918","452121320","534709805","452858406","546478494","667781746","655432812","898580466"
"5","505","1005","1505","2005","2505","3005","3505","4005","4505","5005"
"2163.3263657778034","2864.331051785502","2796.447724225732","2831.2376820687323","2821.271213755312","2767.0908131305628","2872.0114726110646","2869.341353933325","2851.060926875778","2845.480640816651","2867.888055906266"
"15078510","227885264","362356990","544520996","565355581","573037740","547572564","620762115","703204214","700789453","751522284"
"5","505","1005","1505","2005","2505","3005","3505","4005","4505","5005"
"3323.443043373995","4263.947094811259","4313.499266354863","4244.467858391793","4270.904974625617","4245.31602003957","4177.918237040751","4445.56727270422","4287.14912281835","4286.51886775854","4259.453041177311"
"21548071","271568966","389905861","567984309","536029290","598326879","438968517","492581641","553412989","628777960","677505831"
"5","505","1005","1505","2005","2505","3005","3505","4005","4505","5005"
"2440.10903993433","2986.867201471336","3035.542655516706","3015.9988680782053","3086.281882885711","2919.9883934977393","3051.565040479393","3058.0809625802353","3063.718988237593","3026.7149666358064","2954.2242329116184"
"9840059","183882701","366315251","525517667","721432200","459671462","435604441","518205184","561685652","668171818","693402659"
"5","505","1005","1505","2005","2505","3005","3505","4005","4505","5005"
"2800.590397731317","3625.4800976516253","3570.057094236535","3613.8726501266647","3635.537159278084","3617.36379932951","3592.0858038951346","3565.7355246755023","3615.4418747051654","3653.6519491980434","3646.6460565296034"
"13399582","339068940","323136537","380993476","528108763","481014970","447991604","510658422","553555007","604777819","698856879"
"10","510","1010","1510","2010","2510","3010","3510","4010","4510","5010"
"2908.0955357282287","3768.4703725499708","3831.434103847385","3961.4069169025042","3721.7317951857167","3715.203516660799","3859.595826089568","3827.4663397955537","3793.2079031901417","3863.995111528514","3731.8667741084128"
"22170166","284065455","244177124","604495889","669268688","416955088","425976819","518043942","586384702","636585785","729854841"
