10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
113.0,109.0,113.0,102.0,113.0,113.0,113.0,113.0,106.0,113.0,113.0
3.422724E7,6979267.0,7071968.0,1.0080116E7,8847044.0,5059460.0,7396269.0,1.4167188E7,9.6930049E7,1.2056883E7,1.2492176E7
10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
112.0,110.0,113.0,113.0,112.0,112.0,107.0,113.0,113.0,113.0,110.0
2.53025E7,4712720.0,5128032.0,6678681.0,5335368.0,4782881.0,4752389.0,4742709.0,9623215.0,1.1650747E7,5380259.0
10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
113.0,113.0,112.0,113.0,113.0,112.0,111.0,109.0,113.0,113.0,105.0
7.9470854E7,6975583.0,9600527.0,1.388735E7,5432146.0,1.643653E7,9527332.0,1.0340353E7,4896892.0,3977825.0,3610775.0
10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
113.0,113.0,113.0,110.0,113.0,113.0,113.0,110.0,109.0,113.0,113.0
2.9577169E7,6688534.0,6118951.0,4903635.0,4694004.0,4453615.0,4478240.0,4799310.0,5891172.0,7778465.0,8321895.0
10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
113.0,99.0,113.0,113.0,113.0,105.0,113.0,113.0,113.0,112.0,99.0
2.4805095E7,7380081.0,1.3258484E7,5013725.0,5658742.0,1.0233425E7,1.0425306E7,7050824.0,8620430.0,4184990.0,4444732.0
10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
113.0,110.0,113.0,111.0,113.0,113.0,110.0,109.0,109.0,113.0,113.0
4.2271504E7,5.7098616E7,5210914.0,6693622.0,7289903.0,1.1112908E7,7348579.0,5746402.0,4128295.0,1.3686743E7,4935924.0
10.0,100.0,1000.0,10000.0,100000.0,1000000.0,1.0E7,1.0E8,1.0E9,1.0E10,1.0E11
113.0,102.0,110.0,113.0,110.0,105.0,101.0,113.0,112.0,113.0,113.0
