"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.04645109791077324","0.06520391596732944","0.07915943503935394","0.08942779150457315","0.09888289530734637","0.10749971027002526","0.11457194187435725","0.1151324584641564","0.11514242807015349","0.11514242807015349","0.11632024745289919","0.11755697480067849"
"3268553","1864022","2201695","1932927","2150148","2846459","3361169","1781622","1371993","1631912","1432458","1864003"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.04174838194462812","0.053730705845595764","0.0732240576144665","0.08215935843573562","0.08927468681663485","0.09364693703211235","0.10080197479875065","0.10622897396344443","0.11063078611592858","0.11145030353089794","0.11266867852795968","0.11375747645731392"
"3749955","1776464","1969448","1956879","2152320","2585461","2658006","2997115","1193357","1176728","1534944","1488831"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.04064164294837177","0.055938036084032215","0.07282227813449559","0.07995574286492925","0.08669236709103653","0.09103591468407361","0.09345434021174386","0.09592094822967129","0.09840266438663921","0.09854846260623569","0.09994186468657264","0.10014108492871578"
"3084703","1906962","2839015","2729031","2191594","2637400","3797720","4255240","6311278","4773151","4767530","5641909"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.03956343117211541","0.05191531172553355","0.0672283479448757","0.08340827279358863","0.09437081526623937","0.10001405802482762","0.11222159752819752","0.11949351682189754","0.12056267421364561","0.12121807154516141","0.12237917279139619","0.12416177811316703"
"1513405","2038440","3868276","1829148","2064683","5136184","4884333","5262556","3665765","1656570","1869780","9392555"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.03745041285878082","0.06034038453107268","0.07932860317138053","0.08806219799679704","0.09365565973081875","0.10121055466072233","0.10440102824459348","0.10837898809958857","0.11657356663748832","0.12107920714070257","0.12342780776819783","0.12428501499359672"
"3892243","3189690","2197194","1893884","3145200","3060827","2706197","2570810","1288538","1254823","1488392","1416775"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.038452255649804146","0.05919095378234731","0.07282691068734617","0.08387960933774909","0.09692103349668325","0.11064670611353199","0.12096154857182378","0.12717995809558696","0.12782718233846097","0.12782718233846097","0.12791951815023248","0.1282792658201455"
"3626115","2774064","3025075","1979998","2585249","3071349","2790814","1957132","2413147","1126083","1851279","1542741"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.04343735159299037","0.053670597078692074","0.071941433053887","0.08835548234862699","0.09460646767845751","0.10446473927529527","0.11024687479974145","0.1118584323334445","0.11192364158664488","0.11401367033314136","0.11693151098016177","0.11803746770722809"
"3461095","2389384","2211433","1959579","2184696","2945944","2754503","2697643","1559729","1111473","1321831","1451243"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.03976727098923558","0.057797035108703196","0.07088956105001044","0.08244895903284247","0.1000796333409405","0.10410781830050814","0.10773495541350452","0.1093192603952757","0.11963364348053995","0.12087958063230615","0.12087958063230615","0.12087958063230615"
"2913235","1672973","2835207","2407196","2224648","2555394","2784826","2917010","1088236","1406643","1228345","1401938"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.043775451248834384","0.0626351790464912","0.07297096335338348","0.08142536990808043","0.08569466824360583","0.09431141611559826","0.10440783018242772","0.10877817254057105","0.11083973017877971","0.11351499849628163","0.11816292997437496","0.12344274549470662"
"3077772","1735810","2402957","2049889","2254830","4543404","2896559","2788433","1136142","1539484","1347939","1459242"
