1.0E-11,9.999999999999999E-11,9.999999999999999E-10,9.999999999999999E-9,9.999999999999998E-8,9.999999999999997E-7,9.999999999999997E-6,9.999999999999998E-5,9.999999999999998E-4,0.009999999999999998,0.09999999999999998,0.9999999999999998
60.0,95.0,99.0,105.0,112.0,97.0,113.0,60.0,96.0,94.0,102.0,6.0
2.9771848E7,2.3677017E7,9.2492901E7,1.1632099E7,3.1906027E7,1.7506952E7,2.2929749E7,7842233.0,8484464.0,9892495.0,2.7218396E7,4442602.0
1.0E-11,9.999999999999999E-11,9.999999999999999E-10,9.999999999999999E-9,9.999999999999998E-8,9.999999999999997E-7,9.999999999999997E-6,9.999999999999998E-5,9.999999999999998E-4,0.009999999999999998,0.09999999999999998,0.9999999999999998
104.0,60.0,96.0,60.0,60.0,103.0,98.0,90.0,94.0,60.0,60.0,7.0
2.2280902E7,1.8407765E7,8.0679127E7,1.3901167E7,5.1125765E7,1.0976433E7,1.0353537E7,9649803.0,1.7338499E7,1.7023613E7,8402056.0,2403861.0
1.0E-11,9.999999999999999E-11,9.999999999999999E-10,9.999999999999999E-9,9.999999999999998E-8,9.999999999999997E-7,9.999999999999997E-6,9.999999999999998E-5,9.999999999999998E-4,0.009999999999999998,0.09999999999999998,0.9999999999999998
60.0,80.0,60.0,107.0,113.0,88.0,60.0,75.0,60.0,100.0,99.0,6.0
1.4742348E7,8.0062323E7,1.358233E7,2.2421881E7,1.8884404E7,1.0861726E7,9582951.0,9844158.0,4.0215716E7,8429423.0,1.4616647E7,3736210.0
1.0E-11,9.999999999999999E-11,9.999999999999999E-10,9.999999999999999E-9,9.999999999999998E-8,9.999999999999997E-7,9.999999999999997E-6,9.999999999999998E-5,9.999999999999998E-4,0.009999999999999998,0.09999999999999998,0.9999999999999998
112.0,60.0,60.0,78.0,98.0,60.0,113.0,85.0,96.0,106.0,109.0,4.0
2.3058666E7,1.2759699E7,1.1235571E7,1.1502861E7,1.406649E7,1.8024711E7,2.5761223E7,7533741.0,5987743.0,5648890.0,5871031.0,1873080.0
1.0E-11,9.999999999999999E-11,9.999999999999999E-10,9.999999999999999E-9,9.999999999999998E-8,9.999999999999997E-7,9.999999999999997E-6,9.999999999999998E-5,9.999999999999998E-4,0.009999999999999998,0.09999999999999998,0.9999999999999998
60.0,60.0,111.0,60.0,97.0,60.0,113.0,87.0,112.0,93.0,103.0,7.0
7.5591393E7,1.1095819E7,1.1699187E7,1.1509006E7,1.6902086E7,3.3780283E7,2.9164274E7,1.3946353E7,8496714.0,1.123263E7,5.637305E7,6460371.0
1.0E-11,9.999999999999999E-11,9.999999999999999E-10,9.999999999999999E-9,9.999999999999998E-8,9.999999999999997E-7,9.999999999999997E-6,9.999999999999998E-5,9.999999999999998E-4,0.009999999999999998,0.09999999999999998,0.9999999999999998
68.0,70.0,60.0,60.0,98.0,84.0,95.0,110.0,86.0,96.0,99.0,6.0
3.7254234E7,4.3511189E7,1.5316616E7,1.0569479E7,8752248.0,1.2952234E7,7680826.0,6239265.0,6535027.0,7148115.0,5767160.0,1969067.0
